round,institute,program,stream,quota,category,seat_type,Predicted_Opening_Rank,Predicted_Closing_Rank
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,2498,2651
Round 2,Jadavpur University,Food Technology And Bio Chemical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,3225,3281
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,615,705
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,1013,1045
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,1108,1608
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,1983,2444
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,588,766
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,1030,1319
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,240,430
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,183,202
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,215,234
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,441,538
Round 3,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,415,562
Round 3,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,271,291
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,8004,10085
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,15485,15928
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,1572,2412
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,2450,3187
Round 3,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,3115,3530
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC (PwD),WBJEE Seats,40079,40079
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,11688,14939
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,17227,19966
Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,528,762
Round 2,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,703,754
Round 1,Jadavpur University,Information Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,781,902
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,859,1002
Round 2,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,1107,1193
Round 3,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,1711,1761
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,1514,1858
Round 2,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,2018,2428
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,822,976
Round 2,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,1125,1181
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,269,326
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,330,489
Round 2,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,382,388
Round 2,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,492,599
Round 3,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,527,637
Round 3,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,427,447
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,12780,12912
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,2054,2869
Round 2,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,2780,3621
Round 3,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,3294,3533
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC (PwD),WBJEE Seats,88491,88698
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,15862,19825
Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,585,712
Round 2,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,738,779
Round 1,Jadavpur University,Instrumentation & Electronics (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,819,868
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,1463,1799
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,1816,1922
Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,1923,1948
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,2377,3374
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,3268,4044
Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,4902,5043
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A (PwD),WBJEE Seats,59856,59856
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,1327,1668
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,1677,2057
Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,1339,1710
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B (PwD),WBJEE Seats,50993,50993
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B (PwD),WBJEE Seats,52317,52317
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,629,901
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,345,623
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,606,750
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,767,1056
Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,822,1044
Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,616,789
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,28847,47580
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,51902,53273
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,2664,5374
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,5085,5948
Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,5699,6605
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC (PwD),WBJEE Seats,75893,82726
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,16183,25514
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,26323,30518
Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,958,1252
Round 2,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,1245,1287
Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,1410,1439
Round 1,Jadavpur University,Mechanical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,1105,1375
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,2325,2366
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,2707,2728
Round 3,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,2990,2994
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,4987,5484
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,5819,6713
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,2384,2701
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,3087,3655
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,990,1117
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,1158,1633
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,1192,1222
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,1660,1850
Round 3,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,1549,1735
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,51410,51410
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,78916,78916
Round 3,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,70578,70578
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,6618,8374
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,8164,9030
Round 3,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,8664,9813
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,31971,35664
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,37108,37630
Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,1341,1566
Round 2,Jadavpur University,Metallurgical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,1697,1717
Round 1,Jadavpur University,Metallurgical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,2008,2104
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,4954,5043
Round 2,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,5763,5790
Round 3,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,5559,5574
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,6551,7180
Round 2,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,9572,11328
Round 3,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,12770,13305
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,3382,3647
Round 2,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,4371,4761
Round 3,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,3895,4065
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,1390,1549
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,1767,2735
Round 2,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,2524,3139
Round 3,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,1517,1574
Round 3,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,1942,2815
Round 2,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,1733,1870
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,90674,90674
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,9142,10636
Round 2,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,10830,11842
Round 3,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,11501,12404
Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,34275,42361
Round 2,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,44462,60257
Round 1,Jadavpur University,PRINTING ENGINEERING-TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,2872,2948
Round 2,Jadavpur University,PRINTING ENGINEERING-TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,3445,3451
Round 3,Jadavpur University,PRINTING ENGINEERING-TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,2781,2784
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,1588,2207
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,2501,2557
Round 3,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,2308,2317
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,2825,3757
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - A,WBJEE Seats,4408,5495
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,1520,2029
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,2262,2419
Round 3,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,OBC - B,WBJEE Seats,1796,1878
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,565,738
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,821,1270
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,768,828
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,1255,1509
Round 3,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,825,842
Round 3,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,1078,1453
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,47081,47081
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open (PwD),WBJEE Seats,57754,57754
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,4759,6800
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,6738,7820
Round 3,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,6376,7685
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,30289,35685
Round 2,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,ST,WBJEE Seats,37391,41015
Round 1,Jadavpur University,Power Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,1057,1422
